編號,里別,地址,避難所在之地下樓層數,可容納人數,轄區分局,經度,緯度
262.0,中興里,臺中市西區中興里2鄰公益路155巷90號,1.0,467.0,第一分局,120.664227,24.147572
263.0,中興里,臺中市西區中興里2鄰公益路155巷92號,1.0,747.0,第一分局,120.66422,24.147424
264.0,中興里,臺中市西區中興里4鄰向上北路137號,1.0,302.0,第一分局,120.662946,24.147728
265.0,中興里,臺中市西區中興里7鄰中興四巷7號,1.0,90.0,第一分局,120.662702,24.148479
266.0,中興里,臺中市西區中興里8鄰中興四巷4號,1.0,107.0,第一分局,120.6628022,24.14890652
267.0,中興里,臺中市西區中興里8鄰中興四巷6號,1.0,90.0,第一分局,120.6627312,24.14893682
268.0,中興里,臺中市西區中興里8鄰中興街123號,1.0,207.0,第一分局,120.6629407,24.14895813
269.0,公平里,臺中市西區公平里10鄰大業北路3號,1.0,175.0,第一分局,120.654546,24.153964
270.0,公平里,臺中市西區公平里10鄰大業路28號,1.0,121.0,第一分局,120.654363,24.153779
271.0,公平里,臺中市西區公平里10鄰大業路30號,1.0,214.0,第一分局,120.654306,24.153777
272.0,公平里,臺中市西區公平里10鄰精誠路126號,1.0,529.0,第一分局,120.655041,24.154115
273.0,公平里,臺中市西區公平里11鄰向上南路一段166號,1.0,1718.0,第一分局,120.65382,24.145057
274.0,公平里,臺中市西區公平里11鄰向上路一段451號,1.0,304.0,第一分局,120.653857,24.146509
275.0,公平里,臺中市西區公平里11鄰東興路三段42號,1.0,57.0,第一分局,120.6532,24.146075
276.0,公平里,臺中市西區公平里12鄰公益路213號,1.0,1218.0,第一分局,120.654993,24.150663
277.0,公平里,臺中市西區公平里12鄰精忠街16號,1.0,115.0,第一分局,120.654501,24.152434
278.0,公平里,臺中市西區公平里12鄰精忠街18號,1.0,152.0,第一分局,120.654445,24.152434
279.0,公平里,臺中市西區公平里12鄰精忠街28號,1.0,86.0,第一分局,120.654113,24.152462
280.0,公平里,臺中市西區公平里12鄰精忠街8號,1.0,152.0,第一分局,120.654691,24.152435
281.0,公平里,臺中市西區公平里12鄰精美街51號,1.0,259.0,第一分局,120.653992,24.152573
282.0,公平里,臺中市西區公平里13鄰東興路三段246號,1.0,1440.0,第一分局,120.6534924,24.15397882
283.0,公平里,臺中市西區公平里13鄰精忠街38號,1.0,125.0,第一分局,120.653786,24.152457
284.0,公平里,臺中市西區公平里13鄰精忠街50號,1.0,94.0,第一分局,120.653521,24.152443
285.0,公平里,臺中市西區公平里13鄰精美街56號,1.0,87.0,第一分局,120.653737,24.152567
286.0,公平里,臺中市西區公平里14鄰東興路三段202號,1.0,102.0,第一分局,120.653197,24.152024
287.0,公平里,臺中市西區公平里14鄰精美街42號,1.0,120.0,第一分局,120.653756,24.151841
288.0,公平里,臺中市西區公平里15鄰精忠街14號,1.0,88.0,第一分局,120.654546,24.152455
289.0,公平里,臺中市西區公平里15鄰精忠街1號,1.0,97.0,第一分局,120.654854,24.152176
290.0,公平里,臺中市西區公平里15鄰精忠街27號,1.0,86.0,第一分局,120.65424,24.152186
291.0,公平里,臺中市西區公平里15鄰精誠路156號,1.0,101.0,第一分局,120.654959,24.152201
292.0,公平里,臺中市西區公平里15鄰精誠路176號,1.0,403.0,第一分局,120.654984,24.151776
293.0,公平里,臺中市西區公平里17鄰華美西路一段16號,1.0,948.0,第一分局,120.658151,24.151571
294.0,公平里,臺中市西區公平里18鄰忠明南路116號,1.0,1672.0,第一分局,120.6572783,24.15255494
295.0,公平里,臺中市西區公平里18鄰忠明南路118號,1.0,1452.0,第一分局,120.657306,24.15241706
296.0,公平里,臺中市西區公平里1鄰忠誠街125號,1.0,468.0,第一分局,120.658356,24.152418
297.0,公平里,臺中市西區公平里1鄰忠誠街143號,1.0,113.0,第一分局,120.657649,24.152443
298.0,公平里,臺中市西區公平里21鄰大業路1號,1.0,1104.0,第一分局,120.654983,24.153451
299.0,公平里,臺中市西區公平里22鄰忠明南路122號,1.0,1629.0,第一分局,120.657043,24.15142
300.0,公平里,臺中市西區公平里2鄰忠明南路117號,1.0,307.0,第一分局,120.65752,24.152747
301.0,公平里,臺中市西區公平里2鄰忠明南路119號,1.0,241.0,第一分局,120.657546,24.1524
302.0,公平里,臺中市西區公平里2鄰忠明南路123號,1.0,346.0,第一分局,120.657546,24.15232
303.0,公平里,臺中市西區公平里2鄰忠明南路139號,1.0,371.0,第一分局,120.657535,24.151831
304.0,公平里,臺中市西區公平里2鄰忠誠街137號,1.0,113.0,第一分局,120.65787,24.152411
305.0,公平里,臺中市西區公平里3鄰精誠路256號,1.0,406.0,第一分局,120.654893,24.149468
306.0,公平里,臺中市西區公平里3鄰精誠路405號,1.0,1520.0,第一分局,120.655261,24.153914
307.0,公平里,臺中市西區公平里5鄰精誠路63號,1.0,721.0,第一分局,120.655304,24.152294
308.0,公平里,臺中市西區公平里8鄰大業北路29號,1.0,378.0,第一分局,120.654485,24.15400808
309.0,公平里,臺中市西區公平里9鄰大隆路1號,1.0,126.0,第一分局,120.65542,24.15471
310.0,公平里,臺中市西區公平里9鄰精誠路110號,1.0,94.0,第一分局,120.655331,24.15466
311.0,公平里,臺中市西區公平里9鄰精誠路112號,1.0,95.0,第一分局,120.655308,24.154623
312.0,公平里,臺中市西區公平里9鄰精誠路114號,1.0,375.0,第一分局,120.655286,24.154589
313.0,公平里,臺中市西區公平里9鄰精誠路116號,1.0,103.0,第一分局,120.655242,24.154532
314.0,公正里,臺中市西區公正里1鄰公益路367號,1.0,424.0,第一分局,120.654165,24.150532
315.0,公正里,臺中市西區公正里32鄰向上南路1段158號,1.0,1022.0,第一分局,120.655006,24.15377
316.0,公正里,臺中市西區公正里4鄰東興路三段136號,1.0,91.0,第一分局,120.653245,24.149324
317.0,公正里,臺中市西區公正里4鄰東興路三段152號,1.0,414.0,第一分局,120.653249,24.149678
318.0,公正里,臺中市西區公平里10鄰向上南路一段162號,1.0,1330.0,第一分局,120.654055,24.145077
319.0,公正里,臺中市西區公正里10鄰向上一街13號,1.0,404.0,第一分局,120.654471,24.145686
320.0,公正里,臺中市西區公正里11鄰東興路三段10號,1.0,142.0,第一分局,120.6531843,24.14608344
321.0,公正里,臺中市西區公正里11鄰東興路三段46號,1.0,142.0,第一分局,120.6532,24.146132
322.0,公正里,臺中市西區公正里14鄰大昌街245號,1.0,340.0,第一分局,120.652088,24.148188
323.0,公正里,臺中市西區公正里14鄰大墩11街103號,1.0,484.0,第一分局,120.652073,24.148682
324.0,公正里,臺中市西區公正里14鄰大墩11街113號,1.0,613.0,第一分局,120.651588,24.148665
325.0,公正里,臺中市西區公正里14鄰大墩十街92號,1.0,712.0,第一分局,120.6519388,24.14871003
326.0,公正里,臺中市西區公正里15鄰大進街298號,1.0,305.0,第一分局,120.651431,24.147323
327.0,公正里,臺中市西區公正里15鄰向上路一段496號,1.0,83.0,第一分局,120.652004,24.146917
328.0,公正里,臺中市西區公正里16鄰大昌街216號,1.0,335.0,第一分局,120.652249,24.145914
329.0,公正里,臺中市西區公正里16鄰大昌街222號,1.0,711.0,第一分局,120.652413,24.146405
330.0,公正里,臺中市西區公正里16鄰大昌街232號,1.0,473.0,第一分局,120.652424,24.148171
331.0,公正里,臺中市西區公正里16鄰大墩11街99號,1.0,357.0,第一分局,120.652401,24.148578
332.0,公正里,臺中市西區公正里16鄰向上南路一段184號,1.0,91.0,第一分局,120.652517,24.145128
333.0,公正里,臺中市西區公正里16鄰東興路三段11號,1.0,107.0,第一分局,120.652815,24.145485
334.0,公正里,臺中市西區公正里16鄰東興路三段23號,1.0,354.0,第一分局,120.65276,24.145894
335.0,公正里,臺中市西區公正里17鄰大進街132號,1.0,825.0,第一分局,120.651516,24.145731
336.0,公正里,臺中市西區公正里17鄰向上南路一段200號,1.0,88.0,第一分局,120.652058,24.145125
337.0,公正里,臺中市西區公正里18鄰大昌街207巷2號,1.0,449.0,第一分局,120.651931,24.14598
338.0,公正里,臺中市西區公正里18鄰大進街202號,1.0,825.0,第一分局,120.651484,24.145949
339.0,公正里,臺中市西區公正里18鄰向上二街2號,1.0,85.0,第一分局,120.651893,24.146401
340.0,公正里,臺中市西區公正里19鄰大進街151巷1號,1.0,181.0,第一分局,120.6508746,24.14443306
341.0,公正里,臺中市西區公正里19鄰大墩七街188號,1.0,138.0,第一分局,120.650104,24.143909
342.0,公正里,臺中市西區公正里1鄰公益路349號,1.0,1484.0,第一分局,120.654591,24.15043
343.0,公正里,臺中市西區公正里1鄰公益路361號,1.0,1561.0,第一分局,120.654343,24.150542
344.0,公正里,臺中市西區公正里1鄰公益路373號,1.0,204.0,第一分局,120.653741,24.150651
345.0,公正里,臺中市西區公正里1鄰公益路375號,1.0,164.0,第一分局,120.653699,24.150638
346.0,公正里,臺中市西區公正里1鄰公益路377號,1.0,202.0,第一分局,120.653656,24.150638
347.0,公正里,臺中市西區公正里1鄰公益路379號,1.0,86.0,第一分局,120.653611,24.150638
348.0,公正里,臺中市西區公正里1鄰公益路381號,1.0,91.0,第一分局,120.653569,24.150638
349.0,公正里,臺中市西區公正里3鄰大墩11街8號,1.0,856.0,第一分局,120.650127,24.144036
350.0,公正里,臺中市西區公正里3鄰大墩十二街11號,1.0,130.0,第一分局,120.654664,24.149792
351.0,公正里,臺中市西區公正里3鄰大墩十二街25號,1.0,91.0,第一分局,120.654207,24.149833
352.0,公正里,臺中市西區公正里4鄰大墩十一街38號,1.0,114.0,第一分局,120.653423,24.148997
353.0,公正里,臺中市西區公正里5鄰大墩十街32號,1.0,261.0,第一分局,120.65412,24.147826
354.0,公正里,臺中市西區公正里6鄰大同街251號,1.0,397.0,第一分局,120.65385,24.148547
355.0,公正里,臺中市西區公正里6鄰大墩十街50號,1.0,465.0,第一分局,120.6534645,24.14807047
356.0,公正里,臺中市西區公正里7鄰精誠路332巷17號,1.0,136.0,第一分局,120.654436,24.147099
357.0,公正里,臺中市西區公正里7鄰精誠路332巷27號,1.0,95.0,第一分局,120.654234,24.1471
358.0,公正里,臺中市西區公正里7鄰精誠路340號,1.0,191.0,第一分局,120.654996,24.146892
359.0,公正里,臺中市西區公正里7鄰精誠路422號,1.0,1022.0,第一分局,120.654982,24.145223
360.0,公正里,臺中市西區公正里8鄰東興路三段70號,1.0,91.0,第一分局,120.653203,24.147254
361.0,公正里,臺中市西區公正里8鄰精誠十六街2號,1.0,1148.0,第一分局,120.653257,24.145591
362.0,公正里,臺中市西區公正里9鄰大同街200號,1.0,486.0,第一分局,120.654066,24.145931
363.0,公正里,臺中市西區公正里9鄰大同街210巷2號,1.0,901.0,第一分局,120.654241,24.146142
364.0,公正里,臺中市西區公正里9鄰向上路一段417號,1.0,94.0,第一分局,120.654776,24.146525
365.0,公民里,臺中市西公民里13鄰五廊街107號,1.0,677.0,第一分局,120.667158,24.1384
366.0,公民里,臺中市西區公民里01鄰金山路6-1號,1.0,472.0,第一分局,120.671468,24.141981
367.0,公民里,臺中市西區公民里01鄰金山路6號之3,1.0,354.0,第一分局,120.671302,24.14213
368.0,公民里,臺中市西區公民里02鄰五廊街4巷6號,1.0,114.0,第一分局,120.670589,24.142344
369.0,公民里,臺中市西區公民里02鄰金山路16號,1.0,320.0,第一分局,120.670649,24.14129
370.0,公民里,臺中市西區公民里02鄰金山路18號之3,1.0,157.0,第一分局,120.670139,24.140743
371.0,公民里,臺中市西區公民里03鄰五廊街6號,1.0,306.0,第一分局,120.670572,24.142037
372.0,公民里,臺中市西區公民里04鄰忠仁街114號,1.0,91.0,第一分局,120.669976,24.142081
373.0,公民里,臺中市西區公民里06鄰五廊街29號之4,1.0,258.0,第一分局,120.670573,24.141749
374.0,公民里,臺中市西區公民里06鄰五廊街37號,1.0,376.0,第一分局,120.670151,24.141276
375.0,公民里,臺中市西區公民里07鄰自立街75號之2,1.0,91.0,第一分局,120.6707,24.140176
376.0,公民里,臺中市西區公民里07鄰金山路31號,1.0,98.0,第一分局,120.67043,24.140554
377.0,公民里,臺中市西區公民里07鄰金山路31號1,1.0,92.0,第一分局,120.670359,24.140608
378.0,公民里,臺中市西區公民里08鄰金山路53號,1.0,157.0,第一分局,120.669568,24.139828
379.0,公民里,臺中市西區公民里08鄰金山路57之1號,1.0,97.0,第一分局,120.669492,24.139738
380.0,公民里,臺中市西區公民里09鄰公館路267號,1.0,91.0,第一分局,120.666224,24.136223
381.0,公民里,臺中市西區公民里10鄰柳川西路二段77號,1.0,774.0,第一分局,120.66714,24.136838
382.0,公民里,臺中市西區公民里11鄰柳川東路二段119號,1.0,425.0,第一分局,120.668575,24.137101
383.0,公民里,臺中市西區公民里13鄰五廊街105號,1.0,471.0,第一分局,120.667345,24.138238
384.0,公民里,臺中市西區公民里13鄰忠信街2號,1.0,185.0,第一分局,120.667706,24.138385
385.0,公民里,臺中市西區公民里14鄰五廊街63號,1.0,210.0,第一分局,120.669287,24.140426
386.0,公民里,臺中市西區公民里14鄰自立街89號,1.0,481.0,第一分局,120.669989,24.140937
387.0,公民里,臺中市西區公民里16鄰自立街95巷17號,1.0,91.0,第一分局,120.669038,24.140758
388.0,公民里,臺中市西區公民里16鄰自治街120號,1.0,184.0,第一分局,120.668739,24.140872
389.0,公民里,臺中市西區公民里16鄰忠仁街82號,1.0,103.0,第一分局,120.668963,24.141086
390.0,公民里,臺中市西區公民里16鄰忠仁街88號,1.0,97.0,第一分局,120.669079,24.14128
391.0,公民里,臺中市西區公民里16鄰忠仁街90號,1.0,81.0,第一分局,120.669147,24.141279
392.0,公民里,臺中市西區公民里16鄰忠仁街98號,1.0,136.0,第一分局,120.669287,24.141425
393.0,公民里,臺中市西區公民里20鄰林森路155號,1.0,203.0,第一分局,120.6684112,24.13966355
394.0,公民里,臺中市西區公民里21鄰五廊街124號,1.2,619.0,第一分局,120.666026,24.138085
395.0,公民里,臺中市西區公民里22鄰公館路234號,1.0,127.0,第一分局,120.666774,24.136664
396.0,公民里,臺中市西區公民里22鄰公館路238號,1.0,83.0,第一分局,120.666415,24.136686
397.0,公民里,臺中市西區公民里22鄰忠勤街60-1號,1.0,93.0,第一分局,120.666655,24.13768
398.0,公民里,臺中市西區公民里23鄰五權路2-101號,1.0,135.0,第一分局,120.665933,24.139548
399.0,公民里,臺中市西區公民里23鄰五權路2-106號,1.0,2486.0,第一分局,120.66591,24.139147
400.0,公民里,臺中市西區公民里23鄰五權路2-97號,1.0,122.0,第一分局,120.6657878,24.14073838
401.0,公民里,臺中市西區公民里23鄰五權路2-99號,1.0,111.0,第一分局,120.665933,24.139627
402.0,公民里,臺中市西區公民里23鄰貴和街212號,1.0,92.0,第一分局,120.666191,24.13941
403.0,公民里,臺中市西區公民里25鄰忠勤街72號,1.0,91.0,第一分局,120.666653,24.138521
404.0,公民里,臺中市西區公民里26鄰五權路2-138號,1.0,463.0,第一分局,120.665937,24.137212
405.0,公民里,臺中市西區公民里27鄰五權路2-145號,1.0,357.0,第一分局,120.6659174,24.13735556
406.0,公民里,臺中市西區公民里28鄰五權路1-23號,1.0,329.0,第一分局,120.6654193,24.13872298
407.0,公民里,臺中市西區公民里28鄰五權路1-43號,1.0,306.0,第一分局,120.665411,24.137516
408.0,公民里,臺中市西區公民里28鄰五權路1-67號,1.0,1623.0,第一分局,120.665496,24.137083
409.0,公民里,臺中市西區公民里28鄰五權路1-75號,1.0,358.0,第一分局,120.665477,24.136787
410.0,公民里,臺中市西區公民里29鄰五權五街12號,1.0,126.0,第一分局,120.665128,24.136731
411.0,公民里,臺中市西區公民里29鄰五權五街2號,1.0,168.0,第一分局,120.665366,24.136728
412.0,公民里,臺中市西區公民里29鄰五權五街38號,1.0,1079.0,第一分局,120.66453,24.136742
413.0,公民里,臺中市西區公民里2鄰林森路239號,1.0,155.0,第一分局,120.667593,24.140052
414.0,公民里,臺中市西區公民里30鄰五權路2-117號,1.0,742.0,第一分局,120.6660074,24.13845479
415.0,公民里,臺中市西區公民里9鄰三民西路58之1號,1.0,109.0,第一分局,120.6664507,24.13194973
416.0,公民里,臺中市西區公民里五廊街61號,1.0,119.0,第一分局,120.669337,24.140502
417.0,公益里,臺中市西區公益里11鄰中美街331巷8號,1.0,31.0,第一分局,120.659261,24.150324
418.0,公益里,臺中市西區公益里12華美街284號,1.0,15.0,第一分局,120.658981,24.149764
419.0,公益里,臺中市西區公益里12鄰公益路251號,1.0,134.0,第一分局,120.658981,24.15069
420.0,公益里,臺中市西區公益里12鄰華美街285號,1.0,44.0,第一分局,120.658694,24.149678
421.0,公益里,臺中市西區公益里12鄰華美街287號,1.0,47.0,第一分局,120.658694,24.149721
422.0,公益里,臺中市西區公益里12鄰華美街289號,1.0,40.0,第一分局,120.658694,24.14976
423.0,公益里,臺中市西區公益里12鄰華美街291號,1.0,40.0,第一分局,120.658694,24.149799
424.0,公益里,臺中市西區公益里12鄰華美街298號,1.0,126.0,第一分局,120.658961,24.149925
425.0,公益里,臺中市西區公益里12鄰華美街302號,1.0,62.0,第一分局,120.658987,24.149996
426.0,公益里,臺中市西區公益里12鄰華美街303號之1,1.0,398.0,第一分局,120.658506,24.149939
427.0,公益里,臺中市西區公益里12鄰華美街303號之7,1.0,15.0,第一分局,120.65836,24.149891
428.0,公益里,臺中市西區公益里12鄰華美街303號之8,1.0,23.0,第一分局,120.658266,24.14987
429.0,公益里,臺中市西區公益里12鄰華美街304號,1.0,78.0,第一分局,120.658987,24.150031
430.0,公益里,臺中市西區公益里12鄰華美街306號,1.0,15.0,第一分局,120.658987,24.150067
431.0,公益里,臺中市西區公益里12鄰華美街308號,1.0,23.0,第一分局,120.658987,24.150103
432.0,公益里,臺中市西區公益里12鄰華美街310號,1.0,41.0,第一分局,120.658987,24.150141
433.0,公益里,臺中市西區公益里12鄰華美街336號,1.0,15.0,第一分局,120.658995,24.151197
434.0,公益里,臺中市西區公益里12鄰華美街338號,1.0,15.0,第一分局,120.659015,24.151235
435.0,公益里,臺中市西區公益里12鄰華美街342號,1.0,15.0,第一分局,120.659015,24.151313
436.0,公益里,臺中市西區公益里12鄰華美街344號,1.0,15.0,第一分局,120.659015,24.151351
437.0,公益里,臺中市西區公益里12鄰華美街346號,1.0,20.0,第一分局,120.659015,24.151395
438.0,公益里,臺中市西區公益里14鄰向上北路262巷13號,1.0,90.0,第一分局,120.658184,24.148408
439.0,公益里,臺中市西區公益里14鄰向上北路262巷29號,1.0,52.0,第一分局,120.658182,24.148707
440.0,公益里,臺中市西區公益里14鄰向上北路262巷3號,1.0,50.0,第一分局,120.658181,24.148161
441.0,公益里,臺中市西區公益里14鄰向上北路262巷7號,1.0,42.0,第一分局,120.658186,24.148257
442.0,公益里,臺中市西區公益里18鄰中美街299巷26號,1.0,384.0,第一分局,120.659274,24.149695
443.0,公益里,臺中市西區公益里18鄰華美街283巷23號,1.0,115.0,第一分局,120.658456,24.149446
444.0,公益里,臺中市西區公益里19鄰華美街283巷5號,1.0,60.0,第一分局,120.658467,24.149495
445.0,公益里,臺中市西區公益里1鄰向上路一段258巷15號,1.0,75.0,第一分局,120.65818,24.147292
446.0,公益里,臺中市西區公益里1鄰向上路一段258巷17號,1.0,71.0,第一分局,120.65818,24.147328
447.0,公益里,臺中市西區公益里1鄰向上路一段258巷19號,1.0,42.0,第一分局,120.65818,24.147362
448.0,公益里,臺中市西區公益里1鄰向上路一段258巷26號,1.0,31.0,第一分局,120.65845,24.147597
449.0,公益里,臺中市西區公益里1鄰向上路一段258巷3號,1.0,32.0,第一分局,120.658184,24.147072
450.0,公益里,臺中市西區公益里1鄰向上路一段258巷7號,1.0,46.0,第一分局,120.65821,24.147144
451.0,公益里,臺中市西區公益里1鄰向上路一段258巷9號,1.0,32.0,第一分局,120.658182,24.147179
452.0,公益里,臺中市西區公益里1鄰向上路一段268號,1.0,483.0,第一分局,120.658184,24.147036
453.0,公益里,臺中市西區公益里2鄰中美街193巷14號,1.0,52.0,第一分局,120.659656,24.147393
454.0,公益里,臺中市西區公益里2鄰中美街193巷14號,1.0,18.0,第一分局,120.659656,24.147393
455.0,公益里,臺中市西區公益里2鄰中美街193巷23號,1.0,51.0,第一分局,120.659222,24.14715
456.0,公益里,臺中市西區公益里2鄰中美街193巷25號,1.0,67.0,第一分局,120.65918,24.147151
457.0,公益里,臺中市西區公益里2鄰中美街193巷29號,1.0,78.0,第一分局,120.659094,24.147151
458.0,公益里,臺中市西區公益里2鄰向上路一段222號,1.0,64.0,第一分局,120.659381,24.146908
459.0,公益里,臺中市西區公益里2鄰向上路一段222號,1.0,57.0,第一分局,120.659381,24.146908
460.0,公益里,臺中市西區公益里3鄰向上北路262巷4號,1.0,45.0,第一分局,120.658509,24.148188
461.0,公益里,臺中市西區公益里4鄰向上北路229號,1.0,18.0,第一分局,120.659409,24.147753
462.0,公益里,臺中市西區公益里4鄰向上北路229號之1,1.0,32.0,第一分局,120.659367,24.147753
463.0,公益里,臺中市西區公益里4鄰向上北路229號之2,1.0,32.0,第一分局,120.659319,24.147753
464.0,公益里,臺中市西區公益里4鄰向上北路236號,1.0,56.0,第一分局,120.659158,24.148022
465.0,公益里,臺中市西區公益里4鄰向上北路237號,1.0,30.0,第一分局,120.659079,24.147722
466.0,公益里,臺中市西區公益里8鄰公正路263號,1.0,65.0,第一分局,120.658545,24.148907
467.0,公益里,臺中市西區公益里8鄰公正路265號,1.0,78.0,第一分局,120.658503,24.148907
468.0,公益里,臺中市西區公益里8鄰公正路267號,1.0,51.0,第一分局,120.658462,24.148907
469.0,公益里,臺中市西區公益里8鄰公正路269號,1.0,40.0,第一分局,120.65842,24.148906
470.0,公益里,臺中市西區公益里8鄰公正路273號,1.0,84.0,第一分局,120.658266,24.148913
471.0,公益里,臺中市西區公益里8鄰公正路275號,1.0,48.0,第一分局,120.658223,24.148913
472.0,公益里,臺中市西區公益里8鄰公正路277號,1.0,104.0,第一分局,120.658182,24.14892
473.0,公益里,臺中市西區公益里8鄰公正路281號,1.0,40.0,第一分局,120.658098,24.148918
474.0,公益里,臺中市西區公益里8鄰公正路285號,1.0,67.0,第一分局,120.658015,24.148923
475.0,公益里,臺中市西區公益里8鄰公正路286號,1.0,93.0,第一分局,120.657683,24.14919
476.0,公益里,臺中市西區公益里8鄰公正路289號,1.0,78.0,第一分局,120.657929,24.148924
477.0,公益里,臺中市西區公益里8鄰公正路291號,1.0,91.0,第一分局,120.657886,24.148913
478.0,公園里,臺中市中市公園里19鄰中山路148號,1.0,137.0,第一分局,120.680348,24.14047
479.0,公園里,臺中市中區公園里10鄰公園路17號,1.0,493.0,第一分局,120.683941,24.142446
480.0,公園里,臺中市中區公園里10鄰自由路2段129號,1.0,101.0,第一分局,120.6836606,24.14201165
481.0,公園里,臺中市中區公園里10鄰自由路2段131號,1.0,306.0,第一分局,120.683757,24.141871
482.0,公園里,臺中市中區公園里10鄰自由路2段135號之1,1.0,422.0,第一分局,120.6841109,24.14238184
483.0,公園里,臺中市中區公園里11鄰市府路110號,1.0,124.0,第一分局,120.68236,24.141575
484.0,公園里,臺中市中區公園里11鄰成功路160號,1.0,224.0,第一分局,120.682785,24.141355
485.0,公園里,臺中市中區公園里11鄰自由路2段111號,1.0,600.0,第一分局,120.683083,24.141358
486.0,公園里,臺中市中區公園里11鄰自由路2段117號,1.0,111.0,第一分局,120.683235,24.141369
487.0,公園里,臺中市中區公園里12鄰自由路2段21號,1.0,97.0,第一分局,120.681517,24.139655
488.0,公園里,臺中市中區公園里12鄰自由路2段43號,1.0,418.0,第一分局,120.681245,24.139361
489.0,公園里,臺中市中區公園里12鄰自由路2段63號,1.0,867.0,第一分局,120.680302,24.139137
490.0,公園里,臺中市中區公園里13鄰成功路115號,1.0,222.0,第一分局,120.682565,24.140898
491.0,公園里,臺中市中區公園里15鄰公園路19號,1.0,478.0,第一分局,120.683682,24.14269
492.0,公園里,臺中市中區公園里15鄰公園路19號之2,1.0,444.0,第一分局,120.6836758,24.14307515
493.0,公園里,臺中市中區公園里15鄰市府路148號之1,1.0,451.0,第一分局,120.6831696,24.14257696
494.0,公園里,臺中市中區公園里15鄰光復路56號,1.0,162.0,第一分局,120.683239,24.14205
495.0,公園里,臺中市中區公園里16鄰台灣大道1段199巷6號,1.0,248.0,第一分局,120.681359,24.140238
496.0,公園里,臺中市中區公園里16鄰市府路14號,1.0,439.0,第一分局,120.679815,24.138947
497.0,公園里,臺中市中區公園里16鄰市府路38號,1.0,312.0,第一分局,120.680435,24.13993462
499.0,公園里,臺中市中區公園里16鄰市府路75號,1.0,222.0,第一分局,120.680251,24.139965
500.0,公園里,臺中市中區公園里17鄰中山路133號,1.0,85.0,第一分局,120.6804169,24.14044939
501.0,公園里,臺中市中區公園里17鄰中山路135號,1.0,222.0,第一分局,120.6802688,24.1406327
502.0,公園里,臺中市中區公園里17鄰中山路137號,1.0,110.0,第一分局,120.6801935,24.14043236
503.0,公園里,臺中市中區公園里17鄰中山路139號,1.0,222.0,第一分局,120.6802036,24.1405107
504.0,公園里,臺中市中區公園里17鄰中山路141號,1.0,88.0,第一分局,120.680169,24.14077464
505.0,公園里,臺中市中區公園里17鄰市府路63號,1.0,360.0,第一分局,120.679882,24.139537
506.0,公園里,臺中市中區公園里17鄰市府路65號,1.0,123.0,第一分局,120.679936,24.139606
507.0,公園里,臺中市中區公園里17鄰市府路67號,1.0,1539.0,第一分局,120.6800856,24.13986682
508.0,公園里,臺中市中區公園里17鄰民權路86號,1.0,1189.0,第一分局,120.679027,24.138973
509.0,公園里,臺中市中區公園里18鄰中山路122號,1.0,90.0,第一分局,120.6808568,24.14021316
510.0,公園里,臺中市中區公園里18鄰市府路56號,1.0,104.0,第一分局,120.6810268,24.14053716
511.0,公園里,臺中市中區公園里18鄰市府路58號,1.0,90.0,第一分局,120.6809268,24.14087745
512.0,公園里,臺中市中區公園里18鄰市府路60號,1.0,86.0,第一分局,120.6811521,24.1407818
513.0,公園里,臺中市中區公園里18鄰市府路62號,1.0,90.0,第一分局,120.681181,24.140393
514.0,公園里,臺中市中區公園里18鄰市府路64號,1.0,111.0,第一分局,120.681214,24.140429
515.0,公園里,臺中市中區公園里19鄰台灣大道1段247號,1.0,444.0,第一分局,120.6809988,24.14119095
516.0,公園里,臺中市中區公園里19鄰市府路71號,1.0,96.0,第一分局,120.6801239,24.13996376
517.0,公園里,臺中市中區公園里19鄰市府路97號,1.0,157.0,第一分局,120.6809294,24.14103047
518.0,公園里,臺中市中區公園里1鄰民族路46號,1.0,85.0,第一分局,120.681304,24.1383
519.0,公園里,臺中市中區公園里1鄰民族路50號,1.0,385.0,第一分局,120.6813077,24.13856466
520.0,公園里,臺中市中區公園里1鄰自由路2段12號,1.0,384.0,第一分局,120.680969,24.138605
521.0,公園里,臺中市中區公園里1鄰自由路2段8號,1.0,1075.0,第一分局,120.680734,24.138387
522.0,公園里,臺中市中區公園里20鄰台灣大道1段215號,1.0,156.0,第一分局,120.681422,24.140567
523.0,公園里,臺中市中區公園里20鄰市府路68號之1,1.0,176.0,第一分局,120.681304,24.140483
524.0,公園里,臺中市中區公園里22鄰台灣大道1段256號,1.0,336.0,第一分局,120.681145,24.141221
525.0,公園里,臺中市中區公園里23鄰市府路106號,1.0,90.0,第一分局,120.6820284,24.14206405
526.0,公園里,臺中市中區公園里24鄰市府路125號,1.0,332.0,第一分局,120.6822107,24.14208276
527.0,公園里,臺中市中區公園里25鄰光復路101號,1.0,46.0,第一分局,120.682737,24.14239316
528.0,公園里,臺中市中區公園里2鄰中山路77號,1.0,173.0,第一分局,120.681755,24.138911
529.0,公園里,臺中市中區公園里2鄰中山路81號,1.0,122.0,第一分局,120.681693,24.138953
530.0,公園里,臺中市中區公園里2鄰中山路83號,1.0,108.0,第一分局,120.681665,24.138978
531.0,公園里,臺中市中區公園里2鄰中山路85號,1.0,125.0,第一分局,120.681627,24.139005
